,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,growth_rate
610,513,Pansear,5,Normal,High Temp Pokémon,1,Fire,None,0.6,11.0,316,50,53,48,53,48,64,190.0,Medium Fast
611,514,Simisear,5,Normal,Ember Pokémon,1,Fire,None,1.0,28.0,498,75,98,63,98,63,101,75.0,Medium Fast
612,515,Panpour,5,Normal,Spray Pokémon,1,Water,None,0.6,13.5,316,50,53,48,53,48,64,190.0,Medium Fast
613,516,Simipour,5,Normal,Geyser Pokémon,1,Water,None,1.0,29.0,498,75,98,63,98,63,101,75.0,Medium Fast
614,517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,None,0.6,23.3,292,76,25,45,67,55,24,190.0,Fast
615,518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,None,1.1,60.5,487,116,55,85,107,95,29,75.0,Fast
616,519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,264,50,55,50,36,30,43,255.0,Medium Slow
617,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,358,62,77,62,50,42,65,120.0,Medium Slow
618,521,Unfezant,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,488,80,115,80,65,55,93,45.0,Medium Slow
619,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,None,0.8,29.8,295,45,60,32,50,32,76,190.0,Medium Fast
620,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,None,1.6,79.5,497,75,100,63,80,63,116,75.0,Medium Fast
621,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,None,0.4,18.0,280,55,75,85,25,25,15,255.0,Medium Slow
622,525,Boldore,5,Normal,Ore Pokémon,1,Rock,None,0.9,102.0,390,70,105,105,50,40,20,120.0,Medium Slow
623,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,None,1.7,260.0,515,85,135,130,60,80,25,45.0,Medium Slow
624,527,Woobat,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,323,65,45,43,55,43,72,190.0,Medium Fast
625,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,425,67,57,55,77,55,114,45.0,Medium Fast
626,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,None,0.3,8.5,328,60,85,40,30,45,68,120.0,Medium Fast
627,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,508,110,135,60,50,65,88,60.0,Medium Fast
628,531,Audino,5,Normal,Hearing Pokémon,1,Normal,None,1.1,31.0,445,103,60,86,60,86,50,255.0,Fast
629,531,Mega Audino,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,545,103,60,126,80,126,50,255.0,Fast
630,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,None,0.6,12.5,305,75,80,55,25,35,35,180.0,Medium Slow
631,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,None,1.2,40.0,405,85,105,85,40,50,40,90.0,Medium Slow
632,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,None,1.4,87.0,505,105,140,95,55,65,45,45.0,Medium Slow
633,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,None,0.5,4.5,294,50,50,40,50,40,64,255.0,Medium Slow
634,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,384,75,65,55,65,55,69,120.0,Medium Slow
635,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,509,105,95,75,85,75,74,45.0,Medium Slow
636,538,Throh,5,Normal,Judo Pokémon,1,Fighting,None,1.3,55.5,465,120,100,85,30,85,45,45.0,Medium Fast
637,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,None,1.4,51.0,465,75,125,75,30,75,85,45.0,Medium Fast
638,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,310,45,53,70,40,60,42,255.0,Medium Slow
639,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,380,55,63,90,50,80,42,120.0,Medium Slow
640,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,500,75,103,80,70,80,92,45.0,Medium Slow
641,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,260,30,45,59,30,39,57,255.0,Medium Slow
642,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,360,40,55,99,40,79,47,120.0,Medium Slow
643,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,485,60,100,89,55,69,112,45.0,Medium Slow
644,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,280,40,27,60,37,50,66,190.0,Medium Fast
645,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,480,60,67,85,77,75,116,75.0,Medium Fast
646,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,None,0.5,6.6,280,45,35,50,70,50,30,190.0,Medium Fast
647,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,None,1.1,16.3,480,70,60,75,110,75,90,75.0,Medium Fast
648,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,None,1.0,18.0,460,70,92,65,80,55,98,25.0,Medium Fast
649,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,None,1.0,18.0,460,70,92,65,80,55,98,25.0,Medium Fast
650,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,292,50,72,35,35,35,65,180.0,Medium Slow
651,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,351,60,82,45,45,45,74,90.0,Medium Slow
652,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,519,95,117,80,65,70,92,45.0,Medium Slow
653,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,None,0.6,37.5,315,70,90,45,15,45,50,120.0,Medium Slow
654,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,None,0.7,40.0,315,70,90,45,15,45,50,120.0,Medium Slow
655,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,None,1.3,92.9,480,105,140,55,30,55,95,60.0,Medium Slow
656,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,540,105,30,105,140,105,55,60.0,Medium Slow
657,555,Galarian Darmanitan Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,None,1.7,120.0,480,105,140,55,30,55,95,60.0,Medium Slow
658,555,Galarian Darmanitan Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,540,105,160,55,30,55,135,60.0,Medium Slow
659,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,None,1.0,28.0,461,75,86,67,106,67,60,255.0,Medium Fast
660,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,325,50,65,85,35,35,55,190.0,Medium Fast
661,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,485,70,105,125,65,75,45,75.0,Medium Fast
662,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,348,50,75,70,35,70,48,180.0,Medium Fast
663,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,488,65,90,115,45,115,58,90.0,Medium Fast
664,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,490,72,58,80,103,80,97,45.0,Medium Fast
665,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,None,0.5,1.5,303,38,30,85,55,65,30,190.0,Medium Fast
666,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,303,38,55,85,30,65,30,190.0,Medium Fast
667,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,None,1.7,76.5,483,58,50,145,95,105,30,90.0,Medium Fast
668,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,355,54,78,103,53,45,22,45.0,Medium Fast
669,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,495,74,108,133,83,65,32,45.0,Medium Fast
670,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,401,55,112,45,74,45,70,45.0,Medium Fast
671,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,567,75,140,65,112,65,110,45.0,Medium Fast
672,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,None,0.6,31.0,329,50,50,62,40,62,65,190.0,Medium Fast
673,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,None,1.9,107.3,474,80,95,82,60,82,75,60.0,Medium Fast
674,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,None,0.7,12.5,330,40,65,40,80,40,65,75.0,Medium Slow
675,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,None,1.6,81.1,510,60,105,60,120,60,105,45.0,Medium Slow
676,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,None,0.4,5.8,300,55,50,40,40,40,75,255.0,Fast
677,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,None,0.5,7.5,470,75,95,60,65,60,115,60.0,Fast
678,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,None,0.4,5.8,290,45,30,50,55,65,45,200.0,Medium Slow
679,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,None,0.7,18.0,390,60,45,70,75,85,55,100.0,Medium Slow
680,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,None,1.5,44.0,490,70,55,95,95,110,65,50.0,Medium Slow
681,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,None,0.3,1.0,290,45,30,40,105,50,20,200.0,Medium Slow
682,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,None,0.6,8.0,370,65,40,50,125,60,30,100.0,Medium Slow
683,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,None,1.0,20.1,490,110,65,75,125,85,30,50.0,Medium Slow
684,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,305,62,44,50,44,50,55,190.0,Medium Fast
685,581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,473,75,87,63,87,63,98,45.0,Medium Fast
686,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,None,0.4,5.7,305,36,50,50,65,60,44,255.0,Slow
687,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,None,1.1,41.0,395,51,65,65,80,75,59,120.0,Slow
688,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,None,1.3,57.5,535,71,95,85,110,95,79,45.0,Slow
689,585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,335,60,60,50,40,50,75,190.0,Medium Fast
690,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,475,80,100,70,60,70,95,75.0,Medium Fast
691,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5.0,428,55,75,60,75,60,103,200.0,Medium Fast
692,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,None,0.5,5.9,315,50,75,45,40,45,60,200.0,Medium Fast
693,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,1.0,33.0,495,70,135,105,60,105,20,75.0,Medium Fast
694,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1.0,294,69,55,45,55,55,15,190.0,Medium Fast
695,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,464,114,85,70,85,80,30,75.0,Medium Fast
696,592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33.0,335,55,40,50,65,85,40,190.0,Medium Fast
697,593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135.0,480,100,60,70,85,105,60,60.0,Medium Fast
698,594,Alomomola,5,Normal,Caring Pokémon,1,Water,None,1.2,31.6,470,165,75,80,40,45,65,75.0,Fast
699,595,Joltik,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,319,50,47,50,57,50,65,190.0,Medium Fast
700,596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,472,70,77,60,97,60,108,75.0,Medium Fast
701,597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,305,44,50,91,24,86,10,255.0,Medium Fast
702,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1.0,110.0,489,74,94,131,54,116,20,90.0,Medium Fast
703,599,Klink,5,Normal,Gear Pokémon,1,Steel,None,0.3,21.0,300,40,55,70,45,60,30,130.0,Medium Slow
704,600,Klang,5,Normal,Gear Pokémon,1,Steel,None,0.6,51.0,440,60,80,95,70,85,50,60.0,Medium Slow
705,601,Klinklang,5,Normal,Gear Pokémon,1,Steel,None,0.6,81.0,520,60,100,115,70,85,90,30.0,Medium Slow
706,602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,None,0.2,0.3,275,35,55,40,45,40,60,190.0,Slow
707,603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,None,1.2,22.0,405,65,85,70,75,70,40,60.0,Slow
708,604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,None,2.1,80.5,515,85,115,80,105,80,50,30.0,Slow
709,605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,None,0.5,9.0,335,55,55,55,85,55,30,255.0,Medium Fast
710,606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,None,1.0,34.5,485,75,75,75,125,95,40,90.0,Medium Fast
711,607,Litwick,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,275,50,30,55,65,55,20,190.0,Medium Slow
712,608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13.0,370,60,40,60,95,60,55,90.0,Medium Slow
713,609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,Fire,1.0,34.3,520,60,55,90,145,90,80,45.0,Medium Slow
714,610,Axew,5,Normal,Tusk Pokémon,1,Dragon,None,0.6,18.0,320,46,87,60,30,40,57,75.0,Slow
715,611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,None,1.0,36.0,410,66,117,70,40,50,67,60.0,Slow
716,612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,None,1.8,105.5,540,76,147,90,60,70,97,45.0,Slow
717,613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,None,0.5,8.5,305,55,70,40,60,40,40,120.0,Medium Fast
718,614,Beartic,5,Normal,Freezing Pokémon,1,Ice,None,2.6,260.0,505,95,130,80,70,80,50,60.0,Medium Fast
719,615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,None,1.1,148.0,515,80,50,50,95,135,105,25.0,Medium Fast
720,616,Shelmet,5,Normal,Snail Pokémon,1,Bug,None,0.4,7.7,305,50,40,85,40,65,25,200.0,Medium Fast
721,617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,None,0.8,25.3,495,80,70,40,100,60,145,75.0,Medium Fast
722,618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11.0,471,109,66,84,81,99,32,75.0,Medium Fast
723,618,Galarian Stunfisk,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,471,109,81,99,66,84,32,75.0,Medium Fast
724,619,Mienfoo,5,Normal,Martial Arts Pokémon,1,Fighting,None,0.9,20.0,350,45,85,50,55,50,65,180.0,Medium Slow
725,620,Mienshao,5,Normal,Martial Arts Pokémon,1,Fighting,None,1.4,35.5,510,65,125,60,95,60,105,45.0,Medium Slow
726,621,Druddigon,5,Normal,Cave Pokémon,1,Dragon,None,1.6,139.0,485,77,120,90,60,90,48,45.0,Medium Fast
727,622,Golett,5,Normal,Automaton Pokémon,2,Ground,Ghost,1.0,92.0,303,59,74,50,35,50,35,190.0,Medium Fast
728,623,Golurk,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330.0,483,89,124,80,55,80,55,90.0,Medium Fast
729,624,Pawniard,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,340,45,85,70,40,40,60,120.0,Medium Fast
730,625,Bisharp,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70.0,490,65,125,100,60,70,70,45.0,Medium Fast
731,626,Bouffalant,5,Normal,Bash Buffalo Pokémon,1,Normal,None,1.6,94.6,490,95,110,95,40,95,55,45.0,Medium Fast
732,627,Rufflet,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,350,70,83,50,37,50,60,190.0,Slow
733,628,Braviary,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41.0,510,100,123,75,57,75,80,60.0,Slow
734,629,Vullaby,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9.0,370,70,55,75,45,65,60,190.0,Slow
735,630,Mandibuzz,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,510,110,65,105,55,95,80,60.0,Slow
736,631,Heatmor,5,Normal,Anteater Pokémon,1,Fire,None,1.4,58.0,484,85,97,66,105,66,65,90.0,Medium Fast
737,632,Durant,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33.0,484,58,109,112,48,48,109,90.0,Medium Fast
738,633,Deino,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,300,52,65,50,45,50,38,45.0,Slow
739,634,Zweilous,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50.0,420,72,85,70,65,70,58,45.0,Slow
740,635,Hydreigon,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160.0,600,92,105,90,125,90,98,45.0,Slow
741,636,Larvesta,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,360,55,85,55,50,55,60,45.0,Slow
742,637,Volcarona,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46.0,550,85,60,65,135,105,100,15.0,Slow
743,638,Cobalion,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250.0,580,91,90,129,90,72,108,3.0,Slow
744,639,Terrakion,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260.0,580,91,129,90,72,90,108,3.0,Slow
745,640,Virizion,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2.0,200.0,580,91,90,72,90,129,108,3.0,Slow
746,641,Tornadus Incarnate Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,None,1.5,63.0,580,79,115,70,125,80,111,3.0,Slow
747,641,Tornadus Therian Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,None,1.4,63.0,580,79,100,80,110,90,121,3.0,Slow
748,642,Thundurus Incarnate Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61.0,580,79,115,70,125,80,111,3.0,Slow
749,642,Thundurus Therian Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3.0,61.0,580,79,105,70,145,80,101,3.0,Slow
750,643,Reshiram,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330.0,680,100,120,100,150,120,90,3.0,Slow
751,644,Zekrom,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345.0,680,100,150,120,120,100,90,3.0,Slow
752,645,Landorus Incarnate Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68.0,600,89,125,90,115,80,101,3.0,Slow
753,645,Landorus Therian Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68.0,600,89,145,90,105,80,91,3.0,Slow
754,646,Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.0,325.0,660,125,130,90,130,90,95,3.0,Slow
755,646,Black Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325.0,700,125,170,100,120,90,95,3.0,Slow
756,646,White Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325.0,700,125,120,90,170,100,95,3.0,Slow
757,647,Keldeo Ordinary Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3.0,Slow
758,647,Keldeo Resolute Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,580,91,72,90,129,90,108,3.0,Slow
759,648,Meloetta Aria Forme,5,Mythical,Melody Pokémon,2,Normal,Psychic,0.6,6.5,600,100,77,77,128,128,90,3.0,Slow
760,648,Meloetta Pirouette Forme,5,Mythical,Melody Pokémon,2,Normal,Fighting,0.6,6.5,600,100,128,90,77,77,128,3.0,Slow
761,649,Genesect,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,600,71,120,95,120,95,99,3.0,Slow
762,650,Chespin,6,Normal,Spiny Nut Pokémon,1,Grass,None,0.4,9.0,313,56,61,65,48,45,38,45.0,Medium Slow
763,651,Quilladin,6,Normal,Spiny Armor Pokémon,1,Grass,None,0.7,29.0,405,61,78,95,56,58,57,45.0,Medium Slow
764,652,Chesnaught,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,530,88,107,122,74,75,64,45.0,Medium Slow
765,653,Fennekin,6,Normal,Fox Pokémon,1,Fire,None,0.4,9.4,307,40,45,40,62,60,60,45.0,Medium Slow
766,654,Braixen,6,Normal,Fox Pokémon,1,Fire,None,1.0,14.5,409,59,59,58,90,70,73,45.0,Medium Slow
767,655,Delphox,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39.0,534,75,69,72,114,100,104,45.0,Medium Slow
768,656,Froakie,6,Normal,Bubble Frog Pokémon,1,Water,None,0.3,7.0,314,41,56,40,62,44,71,45.0,Medium Slow
769,657,Frogadier,6,Normal,Bubble Frog Pokémon,1,Water,None,0.6,10.9,405,54,63,52,83,56,97,45.0,Medium Slow
770,658,Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,530,72,95,67,103,71,122,45.0,Medium Slow
771,658,Ash-Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40.0,640,72,145,67,153,71,132,45.0,Medium Slow
772,659,Bunnelby,6,Normal,Digging Pokémon,1,Normal,None,0.4,5.0,237,38,36,38,32,36,57,255.0,Medium Fast
773,660,Diggersby,6,Normal,Digging Pokémon,2,Normal,Ground,1.0,42.4,423,85,56,77,50,77,78,127.0,Medium Fast
774,661,Fletchling,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,278,45,50,43,40,38,62,255.0,Medium Slow
775,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16.0,382,62,73,55,56,52,84,120.0,Medium Slow
776,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,499,78,81,71,74,69,126,45.0,Medium Slow
777,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,None,0.3,2.5,200,38,35,40,27,25,35,255.0,Medium Fast
778,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,None,0.3,8.4,213,45,22,60,27,30,29,120.0,Medium Fast
779,666,Vivillon,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17.0,411,80,52,50,90,50,89,45.0,Medium Fast
780,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,369,62,50,58,73,54,72,220.0,Medium Slow
781,668,Pyroar,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,507,86,68,72,109,66,106,65.0,Medium Slow
782,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,None,0.1,0.1,303,44,38,39,61,79,42,225.0,Medium Fast
783,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,None,0.2,0.9,371,54,45,47,75,98,52,120.0,Medium Fast
784,671,Florges,6,Normal,Garden Pokémon,1,Fairy,None,1.1,10.0,552,78,65,68,112,154,75,45.0,Medium Fast
785,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,None,0.9,31.0,350,66,65,48,62,57,52,200.0,Medium Fast
786,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,None,1.7,91.0,531,123,100,62,97,81,68,45.0,Medium Fast
787,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,None,0.6,8.0,348,67,82,62,46,48,43,220.0,Medium Fast
788,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136.0,495,95,124,78,69,71,58,65.0,Medium Fast
789,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,None,1.2,28.0,472,75,80,60,65,90,102,160.0,Medium Fast
790,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,None,0.3,3.5,355,62,48,54,63,60,68,190.0,Medium Fast
791,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,None,0.6,8.5,466,74,48,76,83,81,104,75.0,Medium Fast
792,678,Meowstic Female,6,Normal,Constraint Pokémon,1,Psychic,None,0.6,8.5,466,74,48,76,83,81,104,75.0,Medium Fast
793,679,Honedge,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2.0,325,45,80,100,35,37,28,180.0,Medium Fast
794,680,Doublade,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,448,59,110,150,45,49,35,90.0,Medium Fast
795,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,520,60,150,50,150,50,60,45.0,Medium Fast
796,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53.0,520,60,50,150,50,150,60,45.0,Medium Fast
797,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,None,0.2,0.5,341,78,52,60,63,65,23,200.0,Medium Fast
798,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,None,0.8,15.5,462,101,72,72,99,89,29,140.0,Medium Fast
799,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,None,0.4,3.5,341,62,48,66,59,57,49,200.0,Medium Fast
800,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,None,0.8,5.0,480,82,80,86,85,75,72,140.0,Medium Fast
801,686,Inkay,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,288,53,54,53,37,46,45,190.0,Medium Fast
802,687,Malamar,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,482,86,92,88,68,75,73,80.0,Medium Fast
803,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,306,42,52,67,39,56,50,120.0,Medium Fast
804,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96.0,500,72,105,115,54,86,68,45.0,Medium Fast
805,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,320,50,60,60,60,60,30,225.0,Medium Fast
806,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,494,65,75,90,97,123,44,55.0,Medium Fast
807,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,None,0.5,8.3,330,50,53,62,58,63,44,225.0,Slow
808,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,None,1.3,35.3,500,71,73,88,120,89,59,55.0,Slow
809,694,Helioptile,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6.0,289,44,38,33,61,43,70,190.0,Medium Fast
810,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric,Normal,1.0,21.0,481,62,55,52,109,94,109,75.0,Medium Fast
